Name,State,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100
NCGC00013260-01,0,4216.260306,4960.209042,7663.940141,8868.520726,8790.582094,7492.733187,6436.188769,5595.220821,4633.841624,10837.83297,14632.48345,23638.98291,29139.28565,29727.8625,26643.15708,23206.33645,19469.70008,15661.16934,393.48932,430.913176,817.870452,1179.748936,1405.520696,1388.87154,1233.168308,1040.187148,858.21052,74.47644753,101.1025637,168.7452632,216.4778904,227.0125175,207.0382661,182.4859615,155.3292761,120.2458355,8449.374414,8152.112975,16296.10433,24545.53202,29804.74133,30232.34482,26855.19467,23251.37283,18863.77958,189.7777778,150.4444444,268,360.3055556,472.75,421.3888889,387.3888889,307.0833333,287.25,81.08192896,88.57516146,71.62560879,56.48739316,47.26119405,40.50126047,39.24505347,39.40296353,40.64773354,208.4198648,261.2943473,220.9250739,185.6005456,159.8272177,144.0170653,141.5020515,137.110564,137.3786785,7.567102308,7.694878143,7.643649084,7.514324433,7.556562882,7.50741373,7.519318951,7.325261606,7.528162456,1.432239376,1.805402924,1.577058535,1.378840066,1.220497406,1.119125762,1.112719278,1.093868142,1.054788031,162.4879695,145.573446,152.3000405,156.3409683,160.2405448,163.4180801,163.751187,163.7420622,165.4717507,3.64957265
NCGC00013272-01,0,1273.94536,1302.889444,1686.774194,1357.862279,548.341966,250.752981,60.488064,3.048192,0,3429.679045,4152.51776,5463.684848,5014.497358,2807.423739,1072.513412,360.7775082,93.25123329,0,119.88304,122.112088,185.958872,218.266988,203.348224,105.689052,35.531136,20.155392,0,23.72240724,29.19121816,39.68625043,38.62573936,25.23352536,10.23964629,2.717848268,1.333838715,0,2552.352995,2297.945932,3713.265034,4437.068154,4643.398426,2615.01004,708.6753778,554.7529561,0,69.55555556,54.66666667,77.66666667,91.44444444,63.33333333,28.66666667,20,3,0,79.621585,81.43059025,67.47096776,46.82283721,19.58364164,16.7168654,15.122016,1.016064,0,214.3549403,259.53236,218.5473939,172.913702,100.2651335,71.50089412,90.19437706,31.08374443,0,7.49269,7.6320055,7.43835488,7.526447862,7.262436571,7.0459368,8.882784,6.718464,0,1.482650452,1.824451135,1.587450017,1.331922047,0.901197334,0.682643086,0.679462067,0.444612905,0,159.5220622,143.6216207,148.5306014,153.0023501,165.8356581,174.3340026,177.1688445,184.917652,0,4.347222222
NCGC00013273-03,0,2070.633836,2056.239856,2773.813956,3290.471438,2802.746325,1650.033286,457.548213,75.729024,3.048192,4680.550048,5788.961002,7992.149795,9042.678884,8252.19916,5680.266801,2661.065149,827.0336747,93.25123329,188.0524,191.60464,302.55044,357.629656,415.575908,428.949064,282.183516,136.308096,20.155392,31.35296286,39.15681505,55.76628202,63.26353622,60.31395131,46.51840577,25.23524542,9.387041841,1.333838715,4026.74937,3675.853324,6166.080924,7245.388606,8405.537579,9554.407044,6818.342988,3482.440158,554.7529561,132.6111111,90,127.2222222,164.6944444,211.3333333,208.8333333,91.16666667,35,3,86.27640983,85.67666067,71.12343477,71.53198778,53.89896779,30.0006052,12.04074245,3.985738105,1.016064,195.0229186,241.2067084,204.9269178,196.5799757,158.6961377,103.2775782,70.02803024,43.52808814,31.08374443,7.835516667,7.983526667,7.75770359,7.774557739,7.991844385,7.799073891,7.425882,7.174110316,6.718464,1.306373452,1.63153396,1.429904667,1.375294266,1.159883679,0.845789196,0.664085406,0.494054834,0.444612905,167.7812238,153.1605552,158.1046391,157.508448,161.6449534,173.7164917,179.4300786,183.2863241,184.917652,5.525462963
NCGC00013287-06,0,3264.872948,3346.963241,3995.897125,3669.946183,2772.329039,1559.991781,1620.839583,1528.598646,110.881008,4887.859041,5887.4774,8153.347109,8423.125736,6531.557003,3801.797189,2175.894689,1690.150852,579.0479587,172.165209,166.525108,261.621656,320.406016,319.977598,245.806726,112.111928,98.648424,65.105856,34.82740633,41.34146983,56.57627909,59.92576117,45.88486542,28.02061759,15.17559036,8.49800432,3.942080216,3242.35907,2936.600388,4636.235495,5989.45852,6163.336818,5168.521437,2321.384807,1584.782445,1308.746791,230.4383573,74.15123457,245.9444444,203.3888889,215.2993827,134.2067901,45.21296296,237.6574074,44,163.2436474,167.348162,128.8999073,94.10118418,72.95602734,51.99972603,115.7742559,169.844294,15.840144,244.3929521,294.37387,263.0111971,215.977583,171.883079,126.726573,155.4210492,187.7945391,82.72113695,8.60826045,8.3262554,8.439408258,8.215538872,8.420463105,8.193557533,8.007994857,10.960936,9.300836571,1.741370317,2.067073491,1.825041261,1.536557979,1.207496458,0.934020586,1.08397074,0.944222702,0.563154317,162.1179535,146.8300194,149.5559837,153.5758595,162.1930742,172.2840479,165.8132005,176.0869383,186.9638272,11.52191787
NCGC00013287-07,0,3264.872948,3346.963241,3995.897125,3669.946183,2772.329039,1559.991781,1620.839583,1528.598646,110.881008,4887.859041,5887.4774,8153.347109,8423.125736,6531.557003,3801.797189,2175.894689,1690.150852,579.0479587,172.165209,166.525108,261.621656,320.406016,319.977598,245.806726,112.111928,98.648424,65.105856,34.82740633,41.34146983,56.57627909,59.92576117,45.88486542,28.02061759,15.17559036,8.49800432,3.942080216,3242.35907,2936.600388,4636.235495,5989.45852,6163.336818,5168.521437,2321.384807,1584.782445,1308.746791,230.4383573,74.15123457,245.9444444,203.3888889,215.2993827,134.2067901,45.21296296,237.6574074,44,163.2436474,167.348162,128.8999073,94.10118418,72.95602734,51.99972603,115.7742559,169.844294,15.840144,244.3929521,294.37387,263.0111971,215.977583,171.883079,126.726573,155.4210492,187.7945391,82.72113695,8.60826045,8.3262554,8.439408258,8.215538872,8.420463105,8.193557533,8.007994857,10.960936,9.300836571,1.741370317,2.067073491,1.825041261,1.536557979,1.207496458,0.934020586,1.08397074,0.944222702,0.563154317,162.1179535,146.8300194,149.5559837,153.5758595,162.1930742,172.2840479,165.8132005,176.0869383,186.9638272,11.52191787
NCGC00013289-01,0,3362.84807,3888.857744,5444.504912,5883.685373,5569.59767,5583.195863,5243.168477,4556.128021,3284.028569,9707.136596,12571.7911,18555.71686,21263.26401,20774.55372,20611.10999,20014.60107,18525.27741,15531.36036,342.325272,367.450712,655.227752,926.201724,993.003024,989.811964,958.977028,878.843324,812.855204,68.74652662,89.88817143,137.4359495,164.2736568,164.0039428,162.9819162,158.6784231,149.3660583,132.1015964,7555.519771,7040.330851,13312.19812,19852.58137,21495.19485,21770.3042,21011.15848,19230.07477,18178.99514,127.8680556,126.125,207.9027778,284.6666667,314.6666667,298.8333333,287.5416667,253.8333333,212.1666667,71.54995894,79.36444376,61.869374,46.69591566,41.25627904,41.05291076,40.02418685,37.65395059,28.80726815,206.5348212,256.5671654,210.8604189,168.7560635,153.8855831,151.5522793,152.7832143,153.1014662,136.2400032,7.283516426,7.498994122,7.445769909,7.350807333,7.355577956,7.278029147,7.320435328,7.263167967,7.130308807,1.462692056,1.834452478,1.561772153,1.303759181,1.214844021,1.198396443,1.211285672,1.234430234,1.158785934,160.7557398,143.6802214,151.2749786,157.5601696,159.2236656,160.0757662,160.3905227,158.9262378,159.4648697,2.720596927
NCGC00013289-09,0,3362.84807,3888.857744,5444.504912,5883.685373,5569.59767,5583.195863,5243.168477,4556.128021,3284.028569,9707.136596,12571.7911,18555.71686,21263.26401,20774.55372,20611.10999,20014.60107,18525.27741,15531.36036,342.325272,367.450712,655.227752,926.201724,993.003024,989.811964,958.977028,878.843324,812.855204,68.74652662,89.88817143,137.4359495,164.2736568,164.0039428,162.9819162,158.6784231,149.3660583,132.1015964,7555.519771,7040.330851,13312.19812,19852.58137,21495.19485,21770.3042,21011.15848,19230.07477,18178.99514,127.8680556,126.125,207.9027778,284.6666667,314.6666667,298.8333333,287.5416667,253.8333333,212.1666667,71.54995894,79.36444376,61.869374,46.69591566,41.25627904,41.05291076,40.02418685,37.65395059,28.80726815,206.5348212,256.5671654,210.8604189,168.7560635,153.8855831,151.5522793,152.7832143,153.1014662,136.2400032,7.283516426,7.498994122,7.445769909,7.350807333,7.355577956,7.278029147,7.320435328,7.263167967,7.130308807,1.462692056,1.834452478,1.561772153,1.303759181,1.214844021,1.198396443,1.211285672,1.234430234,1.158785934,160.7557398,143.6802214,151.2749786,157.5601696,159.2236656,160.0757662,160.3905227,158.9262378,159.4648697,2.720596927
NCGC00013315-01,0,5722.020098,5729.883583,8394.114806,8985.92681,8287.141498,8318.956795,8061.094239,7263.226353,6489.255102,13874.83612,17609.32288,26472.64497,31494.95107,31448.11469,31515.8265,30102.72026,25169.9451,20813.18219,465.322657,500.642482,894.21442,1215.435924,1489.82195,1413.585826,1389.503032,1305.141324,1050.204768,99.93382586,126.7098622,195.5366585,245.5016346,255.3881965,252.2562653,245.9213515,210.5995043,171.6034804,10243.16404,9604.46105,18342.28628,25256.85119,33142.37269,31095.34407,30374.25268,29366.25428,23754.59702,135.2900187,166.6039095,266.7438272,346.7962963,382.9063786,381.4470165,368.0020576,324.2253086,248.5771605,89.40656403,85.52065049,69.95095672,54.46016248,40.03449999,42.44365712,41.76732766,40.12832239,45.37940631,216.7943144,262.8257147,220.6053747,190.8784913,151.9232594,160.7950332,155.9726438,139.0604702,145.5467286,7.270666516,7.472275851,7.451786833,7.366278327,7.197207488,7.212172582,7.199497575,7.210725547,7.344089287,1.561466029,1.891191974,1.629472154,1.487888694,1.233759403,1.287021762,1.274203894,1.163533173,1.200024338,160.0494381,143.3501649,152.8523857,153.0718254,160.1080806,158.6497147,157.3795476,162.2444988,166.1160631,2.113906542
NCGC00013319-01,0,7299.982337,7919.51869,13529.47972,17793.29495,18906.73233,17198.28607,15189.293,13746.13006,11843.93462,16246.36423,22456.59372,38426.02964,52124.69007,58709.45616,56417.21055,48988.46224,42759.39687,37602.10075,674.507972,716.268352,1385.900832,2219.483232,2935.680628,3302.322592,3010.18572,2485.81128,2252.523168,108.1595158,150.911739,263.7728157,368.59503,433.1301204,430.4678314,374.2464773,320.7561468,282.9804558,14038.82845,13224.6609,26649.94202,44034.68275,60187.74781,70800.0016,65155.40175,53089.67799,48077.75807,481.3611111,271.9722222,508.1666667,883.4375,1190.333333,1232.854167,1151.555556,982.9722222,908.0138889,85.88214514,87.99465211,76.87204384,63.09679062,50.28386257,40.08924492,38.94690514,42.82283508,40.98247275,191.1336968,249.517708,218.3297138,184.8393265,156.1421706,131.5086493,125.6114416,133.2068438,130.1110753,7.935387906,7.958537244,7.874436545,7.870507915,7.807661245,7.69772166,7.718424923,7.743960374,7.794197813,1.272464892,1.676797101,1.49870918,1.307074574,1.151941809,1.003421518,0.959606352,0.999240333,0.979171127,165.1626876,146.9406766,151.4201251,156.1513573,160.0737974,165.0349688,167.0651327,165.3884049,166.3590245,5.663071895
NCGC00013369-03,0,4870.139813,5113.644104,7727.034919,9103.508486,9416.082844,8923.862898,9019.297658,8558.53312,7592.120944,11536.57331,14532.71038,21768.45194,26106.78192,26476.29362,25712.54436,24784.68788,23626.94473,20600.53285,361.037588,379.552976,591.985756,805.275416,955.398112,979.476456,975.645416,894.701728,834.84472,75.11773048,96.04904366,146.8142816,177.9137144,182.0658374,178.4121917,167.1821078,158.6749276,141.4691345,6987.660337,6794.920908,10761.38936,15182.70026,18123.34101,19336.81659,19039.47716,17310.94726,16116.49896,333.5833333,193.7777778,336.8888889,391.3333333,572.7777778,472.4444444,550.2222222,491.1111111,550.7777778,108.2253292,106.5342522,101.6715121,87.53373544,78.46735703,70.82430871,73.92866933,76.41547429,73.00116292,256.3682958,302.7647995,286.4269992,251.0267492,220.6357802,204.0678124,203.1531794,210.9548637,198.0820466,8.023057511,7.907353667,7.789286263,7.743032846,7.961650933,7.773622667,7.997093574,7.988408286,8.027353077,1.6692829,2.001021743,1.931766863,1.710708793,1.517215312,1.415969775,1.370345146,1.416740425,1.36028014,155.2813408,141.5608523,141.5972285,145.9875025,151.0278417,153.4667983,156.0612882,154.5620291,154.9663362,7.412962963
NCGC00013414-03,0,2357.12995,2482.760127,3520.6285,2928.163616,2276.937108,1978.933578,1556.569912,1187.399654,885.656532,5465.416362,6788.025381,9468.558459,8991.859955,7278.284701,5571.500949,4775.203345,3485.071675,2122.253974,189.696504,197.70638,320.32256,399.235376,351.185312,262.278024,224.801536,186.859064,133.364592,36.04153705,45.30337477,65.4894517,64.74902532,53.46884102,41.54459958,34.63503682,26.07211924,13.7290608,3910.502778,3710.274955,6232.435234,8356.785087,7482.09148,5539.014579,4648.260385,4062.446371,2706.271219,141.8611111,91.19444444,164.3055556,162.3611111,138.8333333,127.8888889,101.5,85.33333333,89.33333333,98.21374792,99.31040508,85.8689878,57.41497286,50.5986024,58.20392876,53.67482455,47.49598616,55.35353325,227.7256818,271.5210152,230.9404502,176.3109795,161.73966,163.867675,164.6621843,139.402867,132.6408734,7.904021,7.9082552,7.812745366,7.828144627,7.804118044,7.714059529,7.751777103,7.47436256,8.335287,1.50173071,1.812134991,1.5973037,1.269588732,1.188196467,1.221899988,1.194311614,1.04288477,0.8580663,162.9376158,148.4109982,152.0106155,163.8585311,166.2686996,162.9121935,160.2848409,162.4978548,169.1419512,5.91087963
NCGC00013414-04,0,2357.12995,2482.760127,3520.6285,2928.163616,2276.937108,1978.933578,1556.569912,1187.399654,885.656532,5465.416362,6788.025381,9468.558459,8991.859955,7278.284701,5571.500949,4775.203345,3485.071675,2122.253974,189.696504,197.70638,320.32256,399.235376,351.185312,262.278024,224.801536,186.859064,133.364592,36.04153705,45.30337477,65.4894517,64.74902532,53.46884102,41.54459958,34.63503682,26.07211924,13.7290608,3910.502778,3710.274955,6232.435234,8356.785087,7482.09148,5539.014579,4648.260385,4062.446371,2706.271219,141.8611111,91.19444444,164.3055556,162.3611111,138.8333333,127.8888889,101.5,85.33333333,89.33333333,98.21374792,99.31040508,85.8689878,57.41497286,50.5986024,58.20392876,53.67482455,47.49598616,55.35353325,227.7256818,271.5210152,230.9404502,176.3109795,161.73966,163.867675,164.6621843,139.402867,132.6408734,7.904021,7.9082552,7.812745366,7.828144627,7.804118044,7.714059529,7.751777103,7.47436256,8.335287,1.50173071,1.812134991,1.5973037,1.269588732,1.188196467,1.221899988,1.194311614,1.04288477,0.8580663,162.9376158,148.4109982,152.0106155,163.8585311,166.2686996,162.9121935,160.2848409,162.4978548,169.1419512,5.91087963
NCGC00013426-01,0,4782.821469,5356.314348,8802.860547,10916.15603,11339.59848,10708.33269,8832.060801,7029.844897,5562.620973,12489.7093,17407.17657,29607.25795,40419.19138,45290.28995,42701.44053,35551.36847,28107.2854,21505.76243,516.469524,547.882776,1079.257452,1755.86332,2321.047736,2596.22168,2355.10794,1859.88754,1480.91406,87.93413619,124.2236671,219.3877949,312.2881953,366.4264713,355.4275223,295.056023,234.4176629,179.3097476,11367.02706,10443.31308,21799.57742,36786.64959,50472.88924,58663.78487,53057.23193,42254.90875,33487.55239,287.1527778,180.9027778,337.4861111,505.1527778,635.6319444,724.1666667,765.4444444,558.4583333,538.2638889,69.31625317,74.39325483,60.70938308,46.05973009,35.77160404,29.99532967,27.86139054,27.78594821,27.95286921,181.0102798,241.7663412,204.1879859,170.5451113,142.8715771,119.6118782,112.1494273,111.0959897,108.069158,7.485065565,7.609483,7.443154841,7.408705992,7.321917148,7.272329636,7.429362587,7.35133415,7.441779196,1.274407771,1.72532871,1.513019275,1.31767171,1.155919468,0.9955953,0.930776098,0.926552027,0.901054008,164.7395226,145.046015,150.3419132,155.2179308,159.2204708,164.3243274,167.3729714,167.0154496,168.2791577,4.161634461
NCGC00013489-01,0,4356.45426,4896.175955,6431.577818,6729.970136,5703.851283,4814.463183,4338.023583,3501.342397,2647.176415,8305.057041,10327.81772,14720.6144,15579.60354,13173.62209,10905.84622,9777.012523,9342.869527,8011.14321,262.442617,278.72062,449.611598,565.814408,563.268082,466.740114,361.668928,380.123254,311.44446,58.91636286,72.18461569,103.6225551,113.2917651,96.59501978,78.56732311,71.04564454,66.72366472,57.6905368,5317.32544,5150.699417,8446.794658,11192.77017,11412.36091,9507.949075,7134.894713,7649.376,6305.267686,200.2439129,112.3317901,264.6049383,275.3981481,297.8580247,239.9290123,210.8240741,197.7962963,152.1018519,132.0137655,139.8907416,114.8496039,94.78831177,81.48358976,83.00798591,96.40052407,74.49664674,66.17941038,251.6683952,295.0805063,262.8681143,219.4310357,188.1946012,188.0318314,217.266945,198.784458,200.2785803,7.952806576,7.963446286,8.028778536,7.969217014,8.046686886,8.047243345,8.037087289,8.087728809,7.7861115,1.785344329,2.062417591,1.85040277,1.595658664,1.379928854,1.354609019,1.578792101,1.419652441,1.44226342,161.1310739,147.1628405,150.8356189,157.6446502,163.0337273,163.9301565,158.5532158,162.7526809,157.6316922,6.06799736
NCGC00013495-01,0,3507.112191,4221.26595,6123.677236,6313.102807,5403.616068,5450.260216,5645.084161,5328.043838,4018.580765,10130.6535,13330.76049,20218.28825,22879.32465,20731.48328,19949.60055,21618.53219,21551.19717,17554.40878,349.865788,382.671576,706.894512,986.760252,1048.866744,959.841576,834.767012,958.596664,914.73394,71.53542662,94.59518775,147.6396974,175.6795473,166.2706123,155.8840073,167.0190644,174.2622033,147.6377911,7682.314127,7288.406806,14208.63846,20887.44802,22834.86346,21396.02431,17342.62185,20893.47486,20548.74315,106.9166667,126.0277778,213.1388889,274.6111111,281.7222222,257.2222222,244.1666667,256.6666667,234.3333333,73.06483731,82.76992059,65.14550251,47.4669384,37.78752495,41.28985012,49.51828211,39.76152118,31.39516223,211.0552812,261.3874607,215.0881729,172.0249973,144.9754075,151.1333375,189.6362473,160.8298296,137.1438186,7.288870583,7.503364235,7.520154383,7.419250015,7.334732476,7.271527091,7.322517649,7.153706448,7.146358906,1.490321388,1.854807603,1.570635079,1.320898852,1.162731555,1.18093945,1.465079512,1.300464204,1.153420243,160.048211,142.9099374,151.1557283,157.0484814,159.6843598,162.0910933,152.1282618,155.9214542,160.5370559,2.227430556
NCGC00013556-01,0,51710.45615,8023.117405,13986.0366,20382.86296,32711.50981,15261.3001,19603.25369,49593.98055,8218.382682,11006.31758,11450.6958,16938.76456,19352.71603,18064.36782,16464.43094,16476.7167,14489.2158,7968.995637,280.48966,287.374136,449.191752,615.351236,605.78378,495.15092,480.527388,400.925164,282.425816,136.8191709,88.61553505,139.9438083,169.1815168,184.5074823,161.4083045,166.8641761,178.5566654,70.75559601,5401.658878,5175.974474,8231.051946,11659.78079,11988.44603,9715.31705,9088.704794,7554.954908,5303.630008,210.6511917,133.8466667,222.0515556,292.210963,243.383138,202.9534074,197.6968889,160.7464241,142.3285926,1477.441604,222.8643723,245.3690632,264.712506,424.8248027,234.7892323,321.3648145,972.4309911,234.8109338,314.4662164,318.0748833,297.171308,251.3339744,234.6021795,253.2989376,270.1101099,284.1022706,227.6855896,8.013990286,7.982614889,7.880557053,7.991574494,7.867321818,7.617706462,7.877498164,7.861277725,8.069309029,3.909119167,2.46154264,2.455154532,2.197162555,2.396201069,2.483204684,2.735478297,3.501111086,2.021588457,154.3331108,143.7770687,144.4044201,151.4257245,155.6941043,149.4664161,148.9951606,148.1363707,151.5322859,6.018605477
NCGC00013565-03,0,1586.925609,1439.322644,1938.26789,1825.04346,1339.305206,1030.995012,230.946912,6.096384,0,3621.285815,4447.366038,5982.350277,6317.329541,5140.655461,3531.850032,1617.725478,186.5024666,0,169.488196,163.746256,278.807448,378.33536,411.8274,267.66648,215.229312,40.310784,0,25.00977576,31.59733569,45.27455712,50.89199117,43.04264864,28.41207204,14.42427222,2.667677429,0,3746.838247,3216.008778,5886.614581,8244.49086,9594.595673,6072.948499,4932.385892,1109.505912,0,130.5833333,70.22222222,124.6111111,167.0555556,144.8333333,120.3333333,95,6,0,72.13298223,68.53917352,52.38561865,36.5008692,24.35100375,29.45700034,8.553589333,1.016064,0,164.6039007,211.7793352,161.6851426,126.3465908,93.46646292,100.9100009,59.91575844,31.08374443,0,7.704008909,7.797440762,7.535336432,7.5667072,7.487770909,7.647613714,7.971456,6.718464,0,1.136807989,1.504635033,1.223636679,1.017839823,0.782593612,0.811773487,0.534232304,0.444612905,0,170.3108294,153.1432751,159.0976914,164.8898172,174.4471941,173.5128142,182.680959,184.917652,0,5.935606061
